date,i_m1sum,i_temp3
2022-01-06 02:45:00,-0.6549058279375669,174.0
2022-01-06 03:00:00,-0.6549058279375669,174.0
2022-01-06 03:15:00,-0.6549058279375669,175.0
2022-01-06 03:30:00,-0.6549058279375669,175.0
2022-01-06 03:45:00,-0.6549058279375669,175.0
2022-01-06 04:00:00,-0.6549058279375669,175.0
2022-01-06 04:15:00,-0.6549058279375669,175.0
2022-01-06 04:30:00,-0.6549058279375669,175.0
2022-01-06 04:45:00,-0.6549058279375669,175.0
2022-01-06 05:00:00,-0.6549058279375669,175.0
2022-01-06 05:15:00,-0.6549058279375669,176.0
2022-01-06 05:30:00,-0.6549058279375669,176.0
2022-01-06 05:45:00,-0.6549058279375669,176.0
2022-01-06 06:00:00,-0.6549058279375669,176.0
2022-01-06 06:15:00,-0.6549058279375669,176.0
2022-01-06 06:30:00,-0.6549058279375669,176.0
2022-01-06 06:45:00,-0.6549058279375669,176.0
2022-01-06 07:00:00,-0.6549058279375669,177.0
2022-01-06 07:15:00,-0.6549058279375669,177.0
2022-01-06 07:30:00,-0.648301346542163,177.0
2022-01-06 07:45:00,-0.6218834209605475,178.0
2022-01-06 08:00:00,-0.600418856425485,178.0
2022-01-06 08:15:00,-0.600418856425485,178.0
2022-01-06 08:30:00,-0.6020699767743359,178.0
2022-01-06 08:45:00,-0.4584225064243018,178.0
2022-01-06 09:00:00,-0.29991495293460896,178.0
2022-01-06 09:15:00,-0.28670599014380127,178.0
2022-01-06 09:30:00,-0.20745221339895484,180.0
2022-01-06 09:45:00,-0.28670599014380127,180.0
