month,day,hour,weekday,minute,i_m1sum,power_consumption
1,3,21,0,0,-0.6548843795548156,97.0
1,3,21,0,15,-0.6548843795548156,88.0
1,3,21,0,30,-0.6548843795548156,91.0
1,3,21,0,45,-0.6548843795548156,90.0
1,3,22,0,0,-0.6548843795548156,98.0
1,3,22,0,15,-0.6548843795548156,100.0
1,3,22,0,30,-0.6548843795548156,100.0
1,3,22,0,45,-0.6548843795548156,522.0
1,3,23,0,0,-0.6548843795548156,98.0
1,3,23,0,15,-0.6548843795548156,91.0
1,3,23,0,45,-0.6548843795548156,48.0
1,4,0,1,0,-0.6548843795548156,31.0
1,4,0,1,15,-0.6548843795548156,19.0
1,4,0,1,30,-0.6548843795548156,17.0
1,4,0,1,45,-0.6548843795548156,17.0
1,4,1,1,0,-0.6548843795548156,16.0
1,4,1,1,15,-0.6548843795548156,15.0
1,4,1,1,30,-0.6548843795548156,27.0
1,4,1,1,45,-0.6548843795548156,24.0
1,4,2,1,15,-0.6548843795548156,16.0
1,4,2,1,30,-0.6548843795548156,44.0
1,4,2,1,45,-0.6548843795548156,55.0
1,4,3,1,0,-0.6548843795548156,38.0
1,4,3,1,15,-0.6548843795548156,38.0
1,4,3,1,30,-0.6548843795548156,20.0
1,4,3,1,45,-0.6548843795548156,20.0
1,4,4,1,0,-0.6548843795548156,17.0
1,4,4,1,15,-0.6548843795548156,55.0
1,4,4,1,30,-0.6548843795548156,38.0
1,4,4,1,45,-0.6548843795548156,50.0
1,4,5,1,0,-0.6548843795548156,39.0
1,4,5,1,15,-0.6548843795548156,39.0
1,4,5,1,30,-0.6548843795548156,38.0
1,4,5,1,45,-0.6548843795548156,38.0
1,4,6,1,0,-0.6548843795548156,38.0
1,4,6,1,15,-0.6548843795548156,42.0
1,4,6,1,30,-0.6548843795548156,43.0
1,4,6,1,45,-0.6548843795548156,30.0
1,4,7,1,0,-0.6548843795548156,32.0
1,4,7,1,15,-0.6548843795548156,33.0
1,4,7,1,30,-0.6482798117048534,53.0
1,4,7,1,45,-0.5574670037678717,133.0
1,4,8,1,0,-0.5326998743305131,205.0
1,4,8,1,15,-0.4930724672307394,137.0
1,4,8,1,30,-0.4303290726560976,222.0
1,4,8,1,45,-0.417119936956173,236.0
1,4,9,1,0,-0.4418870663935316,208.0
1,4,9,1,15,-0.3659345361189652,300.0
1,4,9,1,30,-0.3609811102314935,297.0
1,4,9,1,45,-0.3989573753687767,256.0
1,4,10,1,0,-0.428677930693607,158.0
1,4,10,1,15,-0.3708879620064369,304.0
1,4,10,1,30,-0.4303290726560976,222.0
1,4,10,1,45,-0.45674734405594675,193.0
1,4,11,1,0,-0.4897701833057582,148.0
1,4,11,1,15,-0.4848167574182865,146.0
1,4,11,1,30,-0.4765610476058337,165.0
1,4,11,1,45,-0.4220733628436447,231.0
1,4,12,1,0,-0.3741902459314181,299.0
1,4,12,1,15,-0.21568061753232298,478.0
1,4,12,1,30,-0.03900842754583158,679.0
1,4,12,1,45,-0.05717098913322789,646.0
1,4,13,1,0,-0.06707784090817134,639.0
1,4,13,1,15,0.005572405441413911,739.0
1,4,13,1,30,-0.23219203715722872,445.0
1,4,13,1,45,-0.21733175949481356,478.0
1,4,14,1,0,-0.3576788263065123,321.0
1,4,14,1,15,-0.5095838868556452,122.0
1,4,14,1,30,-0.4732587636808525,156.0
1,4,14,1,45,-0.5624204296553434,59.0
1,4,15,1,0,-0.618559256380023,0.0
1,4,15,1,15,-0.6383729599299098,0.0
1,4,15,1,30,-0.6482798117048534,0.0
1,4,15,1,45,-0.6515820956298345,0.0
1,4,16,1,0,-0.6548843795548156,0.0
1,4,16,1,15,-0.6548843795548156,0.0
1,4,16,1,30,-0.6548843795548156,0.0
1,4,16,1,45,-0.6548843795548156,0.0
1,4,17,1,0,-0.6548843795548156,0.0
1,4,17,1,15,-0.6548843795548156,0.0
1,4,17,1,30,-0.6548843795548156,0.0
1,4,17,1,45,-0.6548843795548156,0.0
1,4,18,1,0,-0.6548843795548156,0.0
1,4,18,1,15,-0.6548843795548156,0.0
1,4,18,1,30,-0.6548843795548156,0.0
1,4,18,1,45,-0.6548843795548156,0.0
1,4,19,1,0,-0.6548843795548156,0.0
1,4,19,1,15,-0.6548843795548156,0.0
1,4,19,1,30,-0.6548843795548156,0.0
1,4,19,1,45,-0.6548843795548156,0.0
1,4,20,1,0,-0.6548843795548156,0.0
1,4,20,1,15,-0.6548843795548156,0.0
1,4,20,1,30,-0.6548843795548156,0.0
1,4,20,1,45,-0.6548843795548156,0.0
1,4,21,1,0,-0.6548843795548156,0.0
1,4,21,1,15,-0.6548843795548156,0.0
1,4,21,1,30,-0.6548843795548156,0.0
1,4,21,1,45,-0.6548843795548156,0.0
1,4,22,1,0,-0.6548843795548156,0.0
1,4,22,1,15,-0.6548843795548156,0.0
1,4,22,1,30,-0.6548843795548156,0.0
1,4,22,1,45,-0.6548843795548156,0.0
1,4,23,1,0,-0.6548843795548156,0.0
